Type,Text,URL
a,Thermodynamic and Kinetic Behavior of the Polystyrene/Poly(vinylmethyl ether) Blend as Studied by Excimer Fluorescence.,http://www.dtic.mil/docs/citations/ADA163895
p,DTIC Science & Technology,
a,DTIC Science & Technology,http://www.dtic.mil/
p,,
p,1986-01-02,
p,AD-A±63 895 THERMODYNAMIC AND KINETIC BEHAVIOR OF THE / POLYSTYRENE/POLY(YINYL METHYL E..(U) STANFORD UNIY CALIFDEPT OF CHEMICAL ENGINEERING CN...Polystyrene/Poly(vinylmethyl ether) Blend 7. DEcFRMN 81 toOR 30USptE8 00~ as Studied by Excimer Fluorescence 6 EFRIGOG EOTNME *AUTHOR() a. CONTRACT OR GRANT...werea fondoare ihemoriisof * ~ Ex e sp fluodecositionsdu to deud Gen e and hoog Pinus Florsneis shownhase migrationprocSECURITY CLASIFICTIO OFd,
p,Multidimensional chromatographic techniques for hydrophilic copolymers II. Analysis of poly(ethylene glycol)-poly(vinylacetate) graft copolymers.,
a,Multidimensional chromatographic techniques for hydrophilic copolymers II. Analysis of poly(ethylene glycol)-poly(vinylacetate) graft copolymers.,https://www.ncbi.nlm.nih.gov/pubmed/16919647
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Knecht, Daniela; Rittig, Frank; Lange, Ronald F M; Pasch, Harald",
p,2006-10-13,
p,"A large variety of hydrophilic copolymers is applied in different fields of chemical industry including bio, pharma and pharmaceutical applications. For example, poly(ethylene glycol)-poly(vinylalcohol) graft copolymers that are used as tablet coatings are responsible for the controlled release of the active compounds. These copolymers are produced by grafting ofvinylacetate onto polyethylene glycol (PEG) and subsequent hydrolysis of the poly(ethylene glycol)-poly(vinylacetate) graft copolymers. The poly(ethylene glycol)-poly(vinylacetate) copolymers are distributed with regard to molar mass and chemical composition. In addition, they frequently contain the homopolymers polyethylene glycol and polyvinyl acetate. The comprehensive analysis of such complex systems requires hyphenated analytical techniques, including two-dimensional liquid chromatography and combined LC and nuclear magnetic resonance spectroscopy. The development and application of these techniques are discussed in the present paper.",
p,Simple and fast polydimethylsiloxane (PDMS) patterning using a cutting plotter andvinyladhesives to achieve etching results.,
a,Simple and fast polydimethylsiloxane (PDMS) patterning using a cutting plotter andvinyladhesives to achieve etching results.,https://www.ncbi.nlm.nih.gov/pubmed/29060259
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,Hyun Kim; Sun-Young Yoo; Ji Sung Kim; Zihuan Wang; Woon Hee Lee; Kyo-In Koo; Jong-Mo Seo; Dong-Il Cho,
p,2017-07-01,
p,"Inhibition of polydimethylsiloxane (PDMS) polymerization could be observed when spin-coated overvinylsubstrates. The degree of polymerization, partially curing or fully curing, depended on the PDMS thickness coated over thevinylsubstrate. This characteristic was exploited to achieve simple and fast PDMS patterning method using avinyladhesive layer patterned through a cutting plotter. The proposed patterning method showed results resembling PDMS etching. Therefore, patterning PDMS over PDMS, glass, silicon, and gold substrates were tested to compare the results with conventional etching methods.Vinylstencils with widths ranging from 200μm to 1500μm were used for the procedure. To evaluate the accuracy of the cutting plotter, stencil designed on the AutoCAD software and the actual stencil widths were compared. Furthermore, this method's accuracy was also evaluated by comparing the widths of the actual stencils and etched PDMS results.",
p,Characteristics of women with nausea and vomiting of pregnancy who chose to continue compassionate use of placebo after a randomised trial.,
a,Characteristics of women with nausea and vomiting of pregnancy who chose to continue compassionate use of placebo after a randomised trial.,https://www.ncbi.nlm.nih.gov/pubmed/23919849
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Matok, I; Umans, J; Feghali, M N; Clark, S; Caritis, S; Miodovnik, M; Hankins, G; Mattison, D R; Nordeng, H; Koren, G",
p,2013-08-01,
p,"The placebo effect has not been characterised in pregnant women suffering from nausea and vomiting of pregnancy (NVP). Our aim was to characterise determinants of the placebo effect in women treated with placebo forNVP. We analysed data from a multicentre, double blind randomised controlled trial of Diclectin (delayed release doxylamine and pyridoxine) vs placebo for the treatment ofNVP. A total of 127 women in the placebo arm and 130 in the active arm provided evaluable data for this analysis. Women who chose to continue placebo on a compassionate basis (n= 41) had significantly better improvement in symptoms ofNVPand higher Wellbeing scores than those who did not ask to continue compassionate use. Results were similar in the active drug arm. The request to continue compassionate use of either placebo or active drug could be predicted by greater improvement in symptoms ofNVPduring the trial period.",
p,21 CFR 177.1950 -Vinylchloride-ethylene copolymers.,
a,21 CFR 177.1950 -Vinylchloride-ethylene copolymers.,https://www.gpo.gov/fdsys/pkg/CFR-2013-title21-vol3/pdf/CFR-2013-title21-vol3-sec177-1950.pdf
p,"Code of Federal Regulations, 2013 CFR",
a,"Code of Federal Regulations, 2013 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2013&page.go=Go
p,,
p,2013-04-01,
p,"... deciliter per gram as determined by ASTM method D1243-79, “Standard Test Method for Dilute Solution...vinylchloride-ethylene copol-ymer per 100 grams of sample tested as determined from the organic... using duplicate blanks. Approximately 400 grams of sample (accurately weighed) shall be placed in a 2...",
a,«,#
a,15,#
a,16,#
a,18,#
a,19,#
a,»,#
a,«,#
a,16,#
a,17,#
a,19,#
a,20,#
a,»,#
p,21 CFR 177.1950 -Vinylchloride-ethylene copolymers.,
a,21 CFR 177.1950 -Vinylchloride-ethylene copolymers.,https://www.gpo.gov/fdsys/pkg/CFR-2012-title21-vol3/pdf/CFR-2012-title21-vol3-sec177-1950.pdf
p,"Code of Federal Regulations, 2012 CFR",
a,"Code of Federal Regulations, 2012 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2012&page.go=Go
p,,
p,2012-04-01,
p,"... deciliter per gram as determined by ASTM method D1243-79, “Standard Test Method for Dilute Solution...vinylchloride-ethylene copol-ymer per 100 grams of sample tested as determined from the organic... using duplicate blanks. Approximately 400 grams of sample (accurately weighed) shall be placed in a 2...",
p,"40 CFR 721.10483 - Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...",
a,"40 CFR 721.10483 - Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...",https://www.gpo.gov/fdsys/pkg/CFR-2013-title40-vol32/pdf/CFR-2013-title40-vol32-sec721-10483.pdf
p,"Code of Federal Regulations, 2013 CFR",
a,"Code of Federal Regulations, 2013 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2013&page.go=Go
p,,
p,2013-07-01,
p,"... 40 Protection of Environment 32 2013-07-01 2013-07-01 false Siloxanes and Silicones, di-Me, Me... Substances § 721.10483 Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...) The chemical substance identified as Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated...",
p,"40 CFR 721.10483 - Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...",
a,"40 CFR 721.10483 - Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...",https://www.gpo.gov/fdsys/pkg/CFR-2014-title40-vol31/pdf/CFR-2014-title40-vol31-sec721-10483.pdf
p,"Code of Federal Regulations, 2014 CFR",
a,"Code of Federal Regulations, 2014 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2014&page.go=Go
p,,
p,2014-07-01,
p,"... 40 Protection of Environment 31 2014-07-01 2014-07-01 false Siloxanes and Silicones, di-Me, Me... Substances § 721.10483 Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated, reaction products with...) The chemical substance identified as Siloxanes and Silicones, di-Me, Mevinyl, hydroxy-terminated...",
p,[Quantitative evaluation of health risk associated with occupational inhalation exposure tovinylchloride at production plants in Poland].,
a,[Quantitative evaluation of health risk associated with occupational inhalation exposure tovinylchloride at production plants in Poland].,https://www.ncbi.nlm.nih.gov/pubmed/9273438
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Szymczak, W",
p,1997-01-01,
p,"Vinylchloride is classified by the IARC in group 1-human carcinogens. In Poland occupational exposure tovinylchloride is found among workers employed in many branches of industry, among others in the industry ofvinylchloride synthesis and polymerization as well as in the plastics, footwear, rubber, pharmaceutical and metallurgical industries. Concentrations observed range from the noon-determinable level to 90 mg/m3, at the MAC value equal to 5 mg/m3. Neoplasm of liver is a major carcinogenic effect ofvinylchloride. Hence, the health assessment focused on this critical risk. Four different linear dose-response models, developed by several authors and based on results of different epidemiological studies, were used to characterise the extent of cancer risk depending on the level ofvinylchloride concentrations. The estimated risk related to a forty-year employment under exposure equal to MAC values (5 mg/m3) fell within the range from 2.9.10(-4) to 2.6.10(-3). As the figures depict it did not exceed the acceptable level (10(-3)).",
p,Nitroethylation ofVinylTriflates and Bromides,
a,Nitroethylation ofVinylTriflates and Bromides,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=3775651
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Padilla–Salinas, Rosaura; Walvoord, Ryan R.; Tcyrulnikov, Sergei",
p,2013-01-01,
p,"A two-carbon homologation ofvinyltriflates and bromides for the synthesis of homoallylic nitro products is described. This palladium-catalyzed double coupling of nitromethane exploits the anion stabilizing and leaving group properties of nitromethane, generating the homo allyl nitro products via a tandem cross-coupling/π-allylation sequence. The resultant process provides a mild and convenient entry of nitroethylated products, which are versatile precursors to β,γ-unsaturated carbonyls, homoallylic amines, and nitrile oxides. PMID:23885976",
p,The Microwave Spectrum of Argon-VinylChloride,
a,The Microwave Spectrum of Argon-VinylChloride,http://adsabs.harvard.edu/abs/2011mss..confEWH07L
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Leung, Helen O.; Marshall, Mark D.",
p,2011-06-01,
p,"Through the systematic comparison of the structures of a series of complexes formed between protic acid and fluorine substituted ethylenes, we have been able to observe how tuning the properties of the functional groups (F and H atoms) in ethylene using additional F atoms causes these groups to compete or cooperate with each other in intermolecular interactions. A necessary step for expanding our work in the next natural direction by examining the effects of the less electronegative, but more polarizable Cl atom is the determination of the structures of protic acid-vinylchloride complexes. Since the rich microwave spectrum of Ar-vinylchloride has not previously been reported, it is essential to first characterize this rare gas complex. We have observed strong b-type and weak a-type transitions for both 35Cl and 37Cl versions of this species, all of which appear to be doubled. Although ab initio calculations suggest a sufficiently large value of μ_c, c-type lines remain elusive. Indeed, these same calculations reveal the presence of several minima on the interaction potential energy surface, which may provide an explanation.",
p,Maleate/vinylether UV-cured coatings: Effects of composition on curing and properties,
